name,imgUrl,price,orderNumber,detail,instructions,expandableName,expandableOrder,expandablePrice
Balkenmäher mit Schwingen-Mähsystem,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Balkenmaeher-mit-Schwingen-Maehsystem.png,1738,1965-115 / 1965-20,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätSchwingen-Obermessermähantrieb, LOSI Laufruhiger Ölbad-Mähantrieb mit mitschwingender Grasverteilerschutzhaube für einen gleichmäßigen Grasabfluss. Inkl. Schnellwechselkupplung Schnellwechselkupplung ist nicht baugleich mit Type1932-2ESM Klappführungs-Messerbalken mit 117 cm Schnittbreite Mit verstellbaren Gleitsohlen und ErsatzmesserAuch mit 137/147/168 cm Schnittbreite erhältlich.",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Schwingenmaehsystem.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Balkenmäher mit Schwingen-Mähsystem",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Balkenmaeher-mit-Schwingen-Maehsystem.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätSchwingen-Obermessermähantrieb, LOSI Laufruhiger Ölbad-Mähantrieb mit mitschwingender Grasverteilerschutzhaube für einen gleichmäßigen Grasabfluss. Inkl. Schnellwechselkupplung Schnellwechselkupplung ist nicht baugleich mit Type1932-2ESM Klappführungs-Messerbalken mit 117 cm Schnittbreite Mit verstellbaren Gleitsohlen und ErsatzmesserAuch mit 137/147/168 cm Schnittbreite erhältlich.",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Schwingenmaehsystem.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Balkenmäher mit Schwingen-Mähsystem,1965-115 / 1965-20,1738
Kartoffel-Rodepflug,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Kartoffel-Rodepflug.png,480,1712-23 / 1901-25,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätFür die schnelle, bequeme Kartoffelernte, mit feststehendem Rost; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Kartoffel-Rodepflug",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Kartoffel-Rodepflug.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätFür die schnelle, bequeme Kartoffelernte, mit feststehendem Rost; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Kartoffel-Rodepflug,1712-23 / 1901-25,480
Gartenfräse,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Bodenfraese.png,860,1983-1,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätAnbaufräse mit 68 cm Standard-Fräsbreite, auf 52 / 47 / 44 cm verstellbar (ACHTUNG: Fräsbreite 52 / 47 / 44 cm ist nur mit Bereifung 4,00-10 AS Type 1931-4 möglich) Frässchutzhaube in der Breite verstellbar Kegelradgetriebe im Ölbad, Frässatzdurchm. 32 cm Frästiefe werkzeuglos verstellbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Anbaufraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Gartenfräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Bodenfraese.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätAnbaufräse mit 68 cm Standard-Fräsbreite, auf 52 / 47 / 44 cm verstellbar (ACHTUNG: Fräsbreite 52 / 47 / 44 cm ist nur mit Bereifung 4,00-10 AS Type 1931-4 möglich) Frässchutzhaube in der Breite verstellbar Kegelradgetriebe im Ölbad, Frässatzdurchm. 32 cm Frästiefe werkzeuglos verstellbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Anbaufraese.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Gartenfräse,1983-1,860
Winkeldrehpflug,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Winkeldrehpflug.png,500,1703-20 / 1901-25,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätScharbreite 14 cm, Winkelverstellung mit Pedalverriegelung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Winkeldrehpflug",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Winkeldrehpflug.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und AnbaugerätScharbreite 14 cm, Winkelverstellung mit Pedalverriegelung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Winkeldrehpflug,1703-20 / 1901-25,500
Egge,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Egge.png,640,1712-24 / 1901-25,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und Anbaugerät110 cm Arbeitsbreite mit zwei einzeln aufgehängten Eggenfeldern; 24 Eggenzinken, Zinkenabstand 10 cm; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Egge",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Egge.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und Anbaugerät110 cm Arbeitsbreite mit zwei einzeln aufgehängten Eggenfeldern; 24 Eggenzinken, Zinkenabstand 10 cm; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Egge,1712-24 / 1901-25,640
Eco-Sprayer - Eco-Sprayer,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Sprueher-EcoSprayer.png,975,9080-1,"Ausbringung: mit Bodensprühdüse oder Hand-Spritzpistole Ausbringzeit: bis zu 60 min Fassungsvermögen Tank: 50 L (+ 10 L Handwaschbehälter) Länge Schlauch: 9 m Sprühweite/ Bodensprühdüse: 50 - 120 cm je nach Düsenneigung Elektro-Pumpe: 12V / 2,9 A / 2,8 bar Akku: 12V / 5 A/h (x 2 = 10 A/h) Reichweite Akku: bis zu 4 Std.",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Eco-Sprayer.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Eco-Sprayer-handgezogener-Sprueher-Bedienungsanleitung.pdf,,,
Federzinken-Kultivator,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Federzinken-Kultivator.png,835,1712-22 / 1901-25,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und Anbaugerät35 / 75 cm Arbeitsbreite mit 5 Scharen und Tiefenverstellung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,,,
"E450 - Grundmaschine Honda GX 270, 270 ccm - Federzinken-Kultivator",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-E450-Federzinken-Kultivator.png,3555,1900-6 / 1931-4,"ausgerüstet mit einem Honda 4-Takt Motor Modell GX 270, mit 270 ccm, OHV Technik Zahnradschaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen bei gezogenen Anbaugeräten und 1.VG 1,1 km/h,2.VG 2,6 km/h,1.RG 1,1 km/h,2.RG 2,6 km/h * 2 Vor- und 2 Rückwärtsgänge bei geschobenen Anbaugeräten 1.VG 1,1 km/h, 2.VG 2,6 km/h, 1.RG 1,1 km/h, 2.RG 2,6 km/h * ( *Geschwindigkeiten mit 16x6,50-8 AS Räder) CE-Sicherungsstopeinrichtung, Konuskupplung Lenk- und Feststellbremse, Differenzial und Differenzialsperre Führungsholm 180° schwenkbar, höhenverstellbar, seitenverstellbar bei Heckanbaugeräten, Fahrantrieb und Anbaugeräte separat am Holm schaltbar Automatische Fräsabschaltung beim Rückwärtsfahren Antrieb der Anbaugeräte über Zapfwelle Anbaugeräteaufnahme mit Flanschkupplung Gangunabhängige Zapfwelle mit 965 U/min Grundmaschine ohne Räder und Anbaugerät35 / 75 cm Arbeitsbreite mit 5 Scharen und Tiefenverstellung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte, mit Arbeitstiefenverstellung, wird am Holmlagerbock eingehängt",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-E450-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-E450-Bedienungsanleitung.pdf,Federzinken-Kultivator,1712-22 / 1901-25,835
"Euro5 RG EVO - Grundmaschine Euro5 RG EVO mit Hacksatz | Briggs & Stratton Series 950, 208 ccm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Euro5Evo.png,810,1100-100,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 950 Hubraum: 208 ccm Getriebe: Kettengetriebe im Ölbad Gänge: 1 Vor- und 1 Rückwärtsgang Kupplung: Keilriemen Holm: Seiten- und höhenverstellbar (werkzeuglos) Hackmesserdrehzahl: Vorwärts 120 U/min. Rückwärts 45 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 / 75 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, abklappbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Euro5-RG-Evo-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Haeufelkoerper-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-verstellbarer_Hacksporn-Bedienungsanleitung.pdf,,,
"Euro5 RG EVO - Grundmaschine Euro5 RG EVO mit Hacksatz | Honda GP 160",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Euro5Evo.png,860,1100-120,"Motor: Honda, 1 Zylinder, 4-Takt Motorentyp: GP 160 Hubraum: 163 ccm Getriebe: Kettengetriebe im Ölbad Gänge: 1 Vor- und 1 Rückwärtsgang Kupplung: Keilriemen Holm: Seiten- und höhenverstellbar (werkzeuglos) Hackmesserdrehzahl: Vorwärts 120 U/min. Rückwärts 45 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 / 75 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, abklappbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Euro5-RG-Evo-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Haeufelkoerper-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-verstellbarer_Hacksporn-Bedienungsanleitung.pdf,,,
Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Euro5-RG-EVO-Federrechen.png,270,1154-100,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 950 Hubraum: 208 ccm Getriebe: Kettengetriebe im Ölbad Gänge: 1 Vor- und 1 Rückwärtsgang Kupplung: Keilriemen Holm: Seiten- und höhenverstellbar (werkzeuglos) Hackmesserdrehzahl: Vorwärts 120 U/min. Rückwärts 45 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 / 75 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, abklappbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Euro5-RG-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Federrechen-Bedienungsanleitung.pdf,,,
"Euro5 RG EVO - Grundmaschine Euro5 RG EVO mit Hacksatz | Briggs & Stratton Series 950, 208 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Euro5-RG-EVO-Federrechen.png,810,1100-100,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 950 Hubraum: 208 ccm Getriebe: Kettengetriebe im Ölbad Gänge: 1 Vor- und 1 Rückwärtsgang Kupplung: Keilriemen Holm: Seiten- und höhenverstellbar (werkzeuglos) Hackmesserdrehzahl: Vorwärts 120 U/min. Rückwärts 45 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 / 75 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, abklappbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Euro5-RG-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Euro5RG-EVO-Federrechen-Bedienungsanleitung.pdf,Federrechen,1154-100,270
